session_id,wpm,accuracy,error_rate,backspace_count,pause_time_ms,session_duration_min,words_typed,typing_style
972,88.9,92.1,9.6,15,161,7.5,11,Fast Typist
973,108.0,91.9,9.3,6,186,18.6,34,Fast Typist
974,110.1,88.7,11.3,6,176,29.9,56,Fast Typist
975,66.3,92.2,10.6,4,497,8.4,9,Balanced Typist
976,58.3,94.1,5.0,10,1365,9.2,8,Careful Typist
977,49.5,96.1,5.8,13,976,9.0,8,Careful Typist
978,72.2,92.2,9.2,16,411,19.8,23,Balanced Typist
979,66.3,96.1,3.7,16,743,18.7,21,Careful Typist
980,46.7,96.2,3.8,6,380,32.7,26,Careful Typist
981,108.7,95.8,7.4,10,337,3.1,6,Fast Typist
982,92.9,94.5,6.4,6,314,13.9,21,Fast Typist
983,20.0,89.3,14.3,32,689,15.8,5,Inconsistent Typist
984,63.0,97.9,3.3,14,1190,36.7,38,Careful Typist
985,52.6,100.0,1.1,10,1285,25.9,23,Careful Typist
986,62.3,89.7,13.5,18,326,26.2,28,Balanced Typist
987,78.5,90.9,12.4,21,541,24.8,31,Balanced Typist
988,99.5,94.0,8.0,5,72,17.0,30,Fast Typist
989,66.6,92.4,13.5,42,973,45.8,48,Inconsistent Typist
990,66.0,89.9,12.6,28,639,2.0,2,Inconsistent Typist
991,98.0,91.7,9.4,11,243,20.1,35,Fast Typist
992,93.2,87.9,11.7,12,254,14.1,20,Fast Typist
993,48.0,81.6,26.8,13,938,2.0,2,Inconsistent Typist
994,81.7,94.5,7.6,10,287,18.8,26,Balanced Typist
995,91.6,86.5,23.1,48,497,32.0,47,Inconsistent Typist
996,70.0,82.8,24.8,36,380,26.4,32,Inconsistent Typist
997,63.0,87.2,11.5,21,120,6.4,7,Balanced Typist
998,58.5,98.6,2.5,4,1051,35.5,35,Careful Typist
999,66.9,99.5,1.0,14,552,21.9,26,Balanced Typist
1000,66.5,91.1,12.0,21,391,19.6,20,Balanced Typist
1001,95.0,74.5,30.0,36,220,12.5,20,Inconsistent Typist
1002,37.2,77.3,27.0,42,795,22.3,14,Inconsistent Typist
1003,108.5,93.0,8.0,0,393,13.6,24,Fast Typist
1004,66.0,97.8,3.4,12,1243,43.6,46,Careful Typist
1005,48.8,96.2,12.7,17,313,9.9,8,Inconsistent Typist
1006,61.2,89.7,13.1,17,385,14.9,16,Balanced Typist
1007,63.5,87.4,20.8,64,625,2.0,2,Inconsistent Typist
1008,86.5,79.8,27.2,23,529,22.9,35,Inconsistent Typist
1009,79.9,92.7,9.5,14,392,25.5,34,Balanced Typist
1010,83.4,86.5,16.0,11,395,21.4,30,Balanced Typist
1011,76.3,75.0,28.7,36,1041,27.6,36,Inconsistent Typist
1012,86.7,92.2,8.4,24,329,23.1,34,Balanced Typist
1013,69.7,73.0,29.7,22,793,25.5,29,Inconsistent Typist
1014,56.3,97.3,2.9,11,805,32.2,33,Careful Typist
1015,67.6,96.2,3.6,16,537,25.8,30,Balanced Typist
1016,67.9,93.5,7.6,19,595,6.1,7,Balanced Typist
1017,111.3,98.4,0.0,5,295,17.3,34,Fast Typist
1018,57.4,85.0,22.6,22,538,17.9,17,Inconsistent Typist
1019,58.8,96.0,3.8,9,1213,24.4,26,Careful Typist
1020,62.5,79.9,24.5,31,372,2.0,2,Inconsistent Typist
1021,49.9,86.3,21.0,37,174,26.4,23,Inconsistent Typist
1022,57.4,85.7,20.8,24,678,2.0,2,Inconsistent Typist
1023,95.2,93.5,5.4,6,208,16.0,24,Fast Typist
1024,53.5,96.7,15.4,37,1111,15.8,14,Inconsistent Typist
1025,79.4,83.4,16.0,19,397,16.4,21,Balanced Typist
1026,71.2,89.5,11.8,16,280,30.9,36,Balanced Typist
1027,83.3,91.7,9.2,20,280,27.5,41,Balanced Typist
1028,65.3,83.6,24.2,31,284,37.7,38,Inconsistent Typist
1029,86.6,81.9,23.8,17,1377,17.0,26,Inconsistent Typist
1030,66.2,98.5,3.3,19,262,18.3,19,Balanced Typist
1031,75.1,88.3,13.7,9,564,30.7,38,Balanced Typist
1032,56.9,89.8,16.6,22,882,26.8,25,Inconsistent Typist
1033,85.9,90.4,11.0,18,317,20.6,29,Balanced Typist
1034,72.7,98.3,1.4,8,1184,27.2,35,Careful Typist
1035,76.9,73.7,30.0,42,723,22.5,29,Inconsistent Typist
1036,53.3,94.9,4.6,17,1001,11.4,10,Careful Typist
1037,113.7,92.5,10.2,10,291,3.0,6,Fast Typist
1038,78.9,88.1,15.9,13,452,17.9,24,Balanced Typist
1039,71.4,97.0,4.9,19,371,20.9,24,Balanced Typist
1040,101.4,93.9,8.0,5,109,25.7,42,Fast Typist
1041,75.0,90.2,14.6,12,376,27.8,33,Balanced Typist
1042,81.0,90.1,11.0,15,356,5.3,7,Balanced Typist
1043,82.4,97.1,2.2,16,534,23.3,33,Balanced Typist
1044,56.9,92.6,10.9,12,375,13.3,13,Balanced Typist
1045,99.6,89.7,12.0,3,345,23.8,42,Fast Typist
1046,70.6,93.1,7.6,14,477,26.8,30,Balanced Typist
1047,59.1,86.2,16.0,19,383,26.5,26,Balanced Typist
1048,108.2,92.3,8.7,6,277,5.8,11,Fast Typist
1049,84.4,91.5,12.3,18,350,10.1,14,Balanced Typist
1050,46.6,81.0,25.1,47,387,2.0,2,Inconsistent Typist
1051,70.7,94.9,8.3,22,504,10.3,13,Balanced Typist
1052,79.8,91.2,10.1,21,463,19.7,25,Balanced Typist
1053,80.1,89.2,12.7,24,373,31.1,43,Balanced Typist
1054,77.7,95.9,7.1,14,406,17.0,22,Balanced Typist
1055,63.7,86.7,15.2,21,501,14.3,15,Balanced Typist
1056,65.4,96.4,5.8,14,495,18.9,20,Balanced Typist
1057,120.0,87.5,18.9,20,200,22.1,43,Inconsistent Typist
1058,41.5,97.8,3.3,10,885,32.6,22,Careful Typist
1059,63.3,90.1,11.5,5,486,22.4,22,Balanced Typist
1060,92.2,92.6,9.6,7,272,24.4,39,Fast Typist
1061,102.7,97.2,3.4,8,208,12.9,22,Fast Typist
1062,104.6,92.9,9.0,7,291,12.5,21,Fast Typist
1063,69.9,93.6,8.6,23,503,32.1,37,Balanced Typist
1064,98.1,95.7,5.9,9,134,22.5,34,Fast Typist
1065,101.1,95.0,5.1,2,375,17.7,31,Fast Typist
1066,78.0,70.0,30.0,35,1318,17.6,24,Inconsistent Typist
1067,71.0,97.0,5.3,19,636,24.8,28,Balanced Typist
1068,56.5,96.0,5.9,11,553,22.1,22,Careful Typist
1069,100.8,97.1,0.8,9,136,3.0,5,Fast Typist
1070,107.1,94.4,7.6,12,276,11.4,19,Fast Typist
1071,85.2,91.3,12.8,18,273,19.7,26,Balanced Typist
1072,57.2,98.3,1.7,6,779,10.6,11,Careful Typist
1073,61.0,96.9,3.7,20,968,12.2,12,Careful Typist
1074,89.2,96.8,4.8,3,229,20.2,29,Fast Typist
1075,55.3,96.4,4.0,7,1002,29.3,25,Careful Typist
1076,68.0,93.6,9.7,12,521,13.7,15,Balanced Typist
1077,81.6,99.3,1.5,13,204,20.1,28,Fast Typist
1078,100.2,97.8,4.2,5,173,4.6,8,Fast Typist
1079,95.1,83.2,21.1,45,491,17.3,29,Inconsistent Typist
1080,64.6,87.6,15.5,12,628,21.4,24,Balanced Typist
1081,103.0,96.6,4.1,6,56,14.5,24,Fast Typist
1082,91.6,79.6,22.9,10,203,49.6,74,Inconsistent Typist
1083,94.2,94.3,7.6,0,148,16.6,26,Fast Typist
1084,111.6,97.0,5.0,16,190,14.1,26,Fast Typist
1085,46.6,96.6,3.1,14,711,11.9,10,Careful Typist
1086,76.4,91.6,14.5,44,601,13.8,19,Inconsistent Typist
1087,86.6,92.6,8.7,3,220,19.8,28,Fast Typist
1088,100.3,93.9,7.3,14,90,17.7,27,Fast Typist
1089,68.2,97.0,12.6,36,514,7.0,9,Inconsistent Typist
1090,61.7,91.9,10.3,12,286,21.7,21,Balanced Typist
1091,89.8,91.2,12.7,19,407,30.3,46,Balanced Typist
1092,83.2,90.5,14.1,31,624,25.7,34,Inconsistent Typist
1093,104.9,94.4,6.5,10,197,17.3,29,Fast Typist
1094,48.6,94.7,6.8,9,1122,43.5,37,Careful Typist
1095,56.4,84.2,22.1,23,880,18.0,16,Inconsistent Typist
1096,89.7,94.7,5.7,0,346,8.1,12,Fast Typist
1097,110.2,94.9,6.6,8,265,17.9,35,Fast Typist
1098,100.5,95.4,7.9,10,185,11.7,21,Fast Typist
1099,113.6,96.0,6.6,7,134,18.7,38,Fast Typist
1100,44.5,100.0,0.2,8,1111,44.0,31,Careful Typist
1101,108.9,91.5,10.6,6,232,4.6,9,Fast Typist
1102,62.2,92.4,8.0,19,366,17.4,18,Balanced Typist
1103,62.4,90.5,15.9,43,555,29.6,29,Inconsistent Typist
1104,72.1,92.0,9.7,22,605,23.7,30,Balanced Typist
1105,87.0,93.3,9.3,15,203,21.9,30,Fast Typist
1106,77.8,94.8,6.7,14,282,19.5,25,Balanced Typist
1107,67.5,81.2,28.6,26,1019,29.5,36,Inconsistent Typist
1108,62.7,92.3,8.5,9,221,12.7,13,Balanced Typist
1109,90.5,91.7,12.0,39,861,26.8,41,Inconsistent Typist
1110,84.4,94.2,6.4,14,233,14.4,19,Fast Typist
1111,72.0,93.7,9.3,6,485,14.2,18,Balanced Typist
1112,89.8,95.0,5.8,3,104,24.9,37,Fast Typist
1113,94.9,96.1,5.0,6,314,18.1,27,Fast Typist
1114,94.8,95.8,6.0,9,262,5.0,7,Fast Typist
1115,45.6,93.6,6.5,11,489,39.2,31,Careful Typist
1116,82.4,91.5,10.4,25,491,29.6,42,Balanced Typist
1117,105.2,96.1,5.3,11,168,6.3,11,Fast Typist
1118,41.4,83.8,22.1,32,771,12.6,8,Inconsistent Typist
1119,101.9,94.2,7.4,7,171,17.6,31,Fast Typist
1120,56.3,90.8,14.5,60,732,10.6,10,Inconsistent Typist
1121,84.9,98.6,1.3,12,235,25.0,34,Fast Typist
1122,49.2,97.8,3.6,13,563,25.6,22,Careful Typist
1123,57.1,90.0,12.8,27,200,26.3,25,Balanced Typist
1124,100.7,93.8,6.2,9,163,7.6,13,Fast Typist
1125,59.3,94.9,8.2,15,404,21.6,23,Balanced Typist
1126,103.8,94.4,7.4,8,367,6.4,11,Fast Typist
1127,109.7,70.0,30.0,50,552,43.5,86,Inconsistent Typist
1128,68.0,81.8,24.6,25,742,6.1,7,Inconsistent Typist
1129,71.5,80.5,25.9,36,950,12.3,15,Inconsistent Typist
1130,67.0,90.7,12.4,23,550,13.1,14,Balanced Typist
1131,85.7,91.0,12.5,10,454,18.7,27,Balanced Typist
1132,44.8,94.2,10.5,28,955,19.8,15,Inconsistent Typist
1133,99.6,95.6,3.8,11,295,9.5,15,Fast Typist
1134,107.8,96.8,4.9,8,286,9.7,16,Fast Typist
1135,77.5,84.6,16.0,12,314,13.6,18,Balanced Typist
1136,79.4,86.8,18.1,22,455,2.0,3,Inconsistent Typist
1137,52.0,99.6,0.9,9,892,34.2,32,Careful Typist
1138,85.0,86.2,15.0,15,443,24.0,36,Balanced Typist
1139,64.0,91.8,9.2,11,354,10.0,11,Balanced Typist
1140,105.7,89.3,12.0,4,206,30.1,50,Fast Typist
1141,49.7,98.6,3.5,16,1119,24.7,19,Careful Typist
1142,87.4,73.0,30.0,47,938,33.9,53,Inconsistent Typist
1143,94.4,96.7,4.0,8,156,28.7,44,Fast Typist
1144,85.7,97.5,3.4,7,193,21.0,31,Fast Typist
1145,78.7,87.8,15.0,20,580,33.5,43,Balanced Typist
1146,44.0,96.1,5.6,12,1014,12.8,10,Careful Typist
1147,76.8,87.0,15.7,20,282,19.6,25,Balanced Typist
1148,65.2,94.0,7.8,11,987,41.4,46,Careful Typist
1149,81.5,89.3,24.3,24,1061,18.4,27,Inconsistent Typist
1150,63.1,91.6,9.5,21,559,22.9,24,Balanced Typist
1151,65.9,98.2,2.1,17,438,10.5,12,Careful Typist
1152,52.9,99.0,1.2,18,1163,22.0,19,Careful Typist
1153,68.2,95.1,5.8,14,821,27.2,32,Careful Typist
1154,87.4,97.0,12.3,21,486,18.6,29,Inconsistent Typist
1155,73.9,88.8,13.9,10,632,12.2,15,Balanced Typist
1156,67.3,91.6,8.2,14,463,18.1,20,Balanced Typist
1157,112.9,95.2,6.7,9,175,19.9,35,Fast Typist
1158,58.5,94.2,11.6,56,310,20.4,21,Inconsistent Typist
1159,33.4,75.1,30.0,43,371,23.3,13,Inconsistent Typist
1160,61.5,78.7,30.0,32,486,7.9,8,Inconsistent Typist
1161,81.7,86.0,20.9,48,510,5.3,7,Inconsistent Typist
1162,56.0,98.9,1.0,16,527,20.4,18,Careful Typist
1163,56.4,92.4,7.9,11,404,20.6,20,Balanced Typist
1164,69.6,91.8,10.6,9,432,18.7,23,Balanced Typist
1165,79.8,77.4,28.6,53,1211,27.2,35,Inconsistent Typist
1166,76.1,87.1,17.1,23,638,9.7,13,Inconsistent Typist
1167,75.8,96.9,6.4,18,536,17.9,22,Balanced Typist
1168,82.2,92.4,7.5,9,298,13.4,17,Balanced Typist
1169,93.5,92.8,9.9,10,143,12.9,20,Fast Typist
1170,66.3,98.1,2.2,12,1309,23.5,25,Careful Typist
1171,50.0,90.8,9.4,15,474,9.3,8,Balanced Typist
1172,74.8,85.8,16.0,8,464,22.8,27,Balanced Typist
1173,103.9,93.0,8.7,16,171,9.9,17,Fast Typist
1174,68.9,100.0,0.9,10,992,36.0,39,Careful Typist
1175,35.7,96.4,5.8,11,779,24.9,15,Careful Typist
1176,99.2,94.7,5.7,7,185,5.9,10,Fast Typist
1177,66.0,89.0,12.3,10,259,10.8,11,Balanced Typist
1178,97.8,91.4,10.4,18,425,19.3,31,Balanced Typist
1179,46.8,81.8,29.0,19,512,14.2,12,Inconsistent Typist
1180,65.6,73.6,30.0,28,1086,10.4,11,Inconsistent Typist
1181,68.7,76.2,28.2,46,643,16.7,18,Inconsistent Typist
1182,34.5,78.3,26.3,36,1171,11.5,7,Inconsistent Typist
1183,46.0,96.8,3.9,11,1126,35.9,27,Careful Typist
1184,69.9,94.8,8.6,9,331,11.1,13,Balanced Typist
1185,46.5,99.4,1.7,14,869,39.9,28,Careful Typist
1186,52.1,88.7,13.7,25,505,16.5,14,Balanced Typist
1187,93.8,97.8,4.0,10,261,27.5,42,Fast Typist
1188,71.2,95.4,5.7,12,680,40.7,46,Careful Typist
1189,20.0,89.9,13.5,12,979,10.6,4,Inconsistent Typist
1190,20.2,97.0,12.2,29,212,5.2,2,Inconsistent Typist
1191,86.6,93.9,8.9,7,148,20.8,32,Fast Typist
1192,46.0,97.0,2.3,13,1015,32.4,26,Careful Typist
1193,81.0,92.1,10.7,16,514,17.2,23,Balanced Typist
1194,56.3,79.0,23.3,45,899,18.1,17,Inconsistent Typist
1195,73.9,91.6,12.2,8,120,16.8,22,Balanced Typist
1196,55.1,97.8,2.4,4,859,10.4,10,Careful Typist
1197,105.9,92.0,8.9,12,199,7.5,14,Fast Typist
1198,68.6,85.2,15.2,10,604,20.7,22,Balanced Typist
1199,58.4,96.8,4.4,17,919,30.4,31,Careful Typist
1200,76.5,93.3,9.9,18,547,20.7,25,Balanced Typist
1201,96.8,96.9,4.3,6,107,22.3,34,Fast Typist
1202,56.4,94.6,8.2,17,563,17.3,17,Balanced Typist
1203,64.7,96.2,3.8,12,464,15.0,15,Careful Typist
1204,92.6,96.4,5.3,5,214,24.4,38,Fast Typist
1205,70.5,96.6,8.1,10,437,24.6,28,Balanced Typist
1206,117.1,92.9,8.2,9,295,5.9,12,Fast Typist
1207,58.2,87.6,14.5,15,543,12.8,12,Balanced Typist
1208,97.6,97.3,2.5,11,230,16.7,28,Fast Typist
1209,99.4,90.4,11.1,10,135,8.1,14,Fast Typist
1210,84.0,89.1,14.0,21,361,24.3,33,Balanced Typist
1211,51.9,98.6,2.5,12,410,30.3,27,Careful Typist
1212,60.5,94.9,5.0,15,224,30.6,30,Balanced Typist
1213,66.7,97.3,3.7,8,508,18.4,19,Careful Typist
1214,57.6,87.5,22.8,49,735,24.5,22,Inconsistent Typist
1215,93.9,73.7,28.2,38,159,15.2,25,Inconsistent Typist
1216,62.5,98.6,2.6,12,963,23.2,23,Careful Typist
1217,108.9,94.8,7.9,12,256,12.0,21,Fast Typist
1218,66.8,96.0,4.1,18,1058,26.4,32,Careful Typist
1219,107.4,98.2,5.0,6,137,12.8,23,Fast Typist
1220,70.1,95.9,4.8,10,503,21.9,24,Careful Typist
1221,45.6,98.3,2.3,5,1297,17.9,14,Careful Typist
1222,84.8,89.7,13.9,26,453,22.6,30,Balanced Typist
1223,47.2,98.2,1.4,8,1110,17.8,15,Careful Typist
1224,63.9,90.7,10.8,4,492,14.0,15,Balanced Typist
1225,85.3,100.0,2.0,7,245,12.0,17,Fast Typist
1226,81.1,92.2,10.2,19,175,9.4,14,Balanced Typist
1227,53.9,99.1,1.4,13,887,32.9,27,Careful Typist
1228,45.0,98.1,2.9,11,1003,21.7,16,Careful Typist
1229,40.7,94.7,5.8,13,836,16.4,11,Careful Typist
1230,61.3,92.6,8.5,18,177,21.5,23,Balanced Typist
1231,100.2,98.8,5.0,9,386,17.3,27,Fast Typist
1232,68.0,88.1,14.7,9,431,18.3,22,Balanced Typist
1233,104.0,96.3,4.6,9,50,18.1,30,Fast Typist
1234,70.4,94.2,8.2,26,324,22.4,27,Balanced Typist
1235,70.2,70.0,30.0,52,196,2.0,3,Inconsistent Typist
1236,56.1,92.3,9.5,19,486,24.9,24,Balanced Typist
1237,91.7,94.2,5.4,2,329,33.9,52,Fast Typist
1238,64.9,97.3,3.0,11,1328,17.7,19,Careful Typist
1239,81.1,94.3,8.3,6,225,15.6,22,Fast Typist
1240,104.8,93.9,9.2,4,246,17.5,30,Fast Typist
1241,56.6,96.5,11.3,47,616,16.1,15,Inconsistent Typist
1242,98.1,94.3,6.8,7,358,16.1,26,Fast Typist
1243,57.5,85.7,23.5,10,636,2.0,2,Inconsistent Typist
1244,87.5,89.7,11.9,25,513,33.3,49,Balanced Typist
1245,74.3,93.0,7.9,27,455,14.2,18,Balanced Typist
1246,51.9,78.1,30.0,19,739,26.2,22,Inconsistent Typist
1247,38.1,94.6,6.3,16,892,25.2,17,Careful Typist
1248,74.5,86.4,16.0,17,571,23.1,29,Balanced Typist
1249,20.0,85.9,23.6,45,665,2.0,1,Inconsistent Typist
1250,75.5,85.1,19.7,18,330,6.4,8,Inconsistent Typist
1251,75.9,90.5,14.6,37,1377,7.7,10,Inconsistent Typist
1252,59.7,97.1,3.0,6,1105,24.1,25,Careful Typist
1253,117.8,94.5,7.1,7,251,17.1,32,Fast Typist
1254,111.3,93.8,6.5,10,349,19.1,36,Fast Typist
1255,59.7,98.5,0.5,9,451,24.2,23,Balanced Typist
1256,44.0,71.3,30.0,36,598,3.1,2,Inconsistent Typist
1257,50.8,78.6,28.6,41,862,21.7,17,Inconsistent Typist
1258,70.4,93.2,10.1,11,403,16.9,20,Balanced Typist
1259,75.4,85.0,23.0,46,982,17.0,23,Inconsistent Typist
1260,111.5,97.0,5.9,12,118,23.9,42,Fast Typist
1261,76.3,92.7,11.1,14,571,21.2,29,Balanced Typist
1262,62.0,99.1,1.6,9,1031,32.6,36,Careful Typist
1263,66.4,86.1,16.0,12,465,24.0,25,Balanced Typist
1264,92.9,94.7,4.9,10,299,16.5,25,Fast Typist
1265,102.4,92.2,9.9,9,132,18.2,32,Fast Typist
1266,82.5,93.7,9.6,15,499,28.8,41,Balanced Typist
1267,61.9,97.8,2.5,9,1118,17.7,19,Careful Typist
1268,75.4,93.5,7.9,19,498,39.0,53,Balanced Typist
1269,50.8,79.4,27.5,27,886,22.7,20,Inconsistent Typist
1270,104.9,92.4,9.5,11,268,21.5,35,Fast Typist
1271,68.6,91.6,11.2,14,506,24.1,27,Balanced Typist
1272,40.1,93.1,7.9,9,981,35.5,23,Careful Typist
1273,52.5,91.1,13.3,19,407,12.4,10,Balanced Typist
1274,61.1,90.8,13.2,19,618,35.5,33,Balanced Typist
1275,44.6,98.2,2.3,12,1226,24.9,19,Careful Typist
1276,48.0,96.6,5.0,9,1006,34.1,28,Careful Typist
1277,76.7,94.3,7.3,15,338,26.7,35,Balanced Typist
1278,99.1,79.8,21.7,41,722,25.9,42,Inconsistent Typist
1279,75.5,95.3,9.1,15,512,23.7,31,Balanced Typist
1280,115.0,94.1,5.8,13,283,17.1,33,Fast Typist
1281,89.5,93.4,6.8,15,327,30.6,49,Balanced Typist
1282,60.6,99.5,4.4,26,543,30.7,32,Balanced Typist
1283,104.9,74.0,25.1,15,906,12.1,22,Inconsistent Typist
1284,40.6,98.8,2.1,11,673,22.7,15,Careful Typist
1285,85.3,99.2,0.8,6,98,12.2,16,Fast Typist
1286,74.0,87.8,16.0,16,684,28.2,36,Balanced Typist
1287,66.5,88.3,14.3,15,207,10.5,12,Balanced Typist
1288,107.8,94.0,7.4,3,258,8.6,15,Fast Typist
1289,91.9,99.4,3.3,9,285,28.6,46,Fast Typist
1290,86.4,90.1,14.2,14,484,21.6,29,Balanced Typist
1291,93.3,83.7,22.5,21,295,39.2,58,Inconsistent Typist
1292,91.1,94.6,6.8,15,78,25.3,40,Fast Typist
1293,99.4,86.0,17.5,45,274,17.6,29,Inconsistent Typist
1294,53.5,84.9,20.1,24,572,31.3,30,Inconsistent Typist
1295,49.4,95.9,7.4,48,1225,33.9,30,Inconsistent Typist
1296,90.9,87.0,20.6,33,602,16.6,26,Inconsistent Typist
1297,86.6,94.4,8.0,13,291,30.7,47,Fast Typist
1298,73.9,90.7,11.8,12,329,23.5,30,Balanced Typist
1299,78.2,83.5,16.0,14,570,14.6,19,Balanced Typist
1300,75.6,95.0,6.0,20,283,27.5,32,Balanced Typist
1301,78.0,93.4,7.9,12,118,5.7,8,Fast Typist
1302,84.7,96.5,6.1,6,379,24.8,34,Balanced Typist
1303,57.1,93.3,10.5,22,584,17.5,16,Balanced Typist
1304,103.2,83.6,20.2,55,401,11.3,19,Inconsistent Typist
1305,63.5,87.4,18.1,42,762,4.0,4,Inconsistent Typist
1306,67.0,94.9,9.4,15,452,30.2,36,Balanced Typist
1307,90.5,85.0,25.7,13,1044,20.8,31,Inconsistent Typist
1308,60.0,89.0,12.3,45,969,5.3,5,Inconsistent Typist
1309,99.9,95.0,4.7,6,50,10.2,18,Fast Typist
1310,111.8,91.5,11.6,1,204,17.3,31,Fast Typist
1311,48.4,95.6,4.5,5,926,20.6,16,Careful Typist
1312,105.0,93.4,5.8,4,254,23.3,39,Fast Typist
1313,58.7,94.7,8.8,12,470,19.9,18,Balanced Typist
1314,97.0,91.5,9.4,7,143,9.7,15,Fast Typist
1315,83.1,94.1,6.3,15,129,27.2,35,Fast Typist
1316,67.2,90.2,10.4,17,481,26.6,28,Balanced Typist
1317,31.5,95.5,5.3,17,1017,33.2,18,Careful Typist
1318,49.5,97.2,3.0,9,380,25.4,22,Careful Typist
1319,58.2,90.1,10.4,11,415,14.1,13,Balanced Typist
1320,97.4,94.7,8.3,3,178,21.6,33,Fast Typist
1321,53.2,96.4,5.5,15,889,25.0,21,Careful Typist
1322,74.6,95.4,4.7,22,319,8.2,10,Balanced Typist
1323,97.4,94.6,7.1,3,244,19.6,31,Fast Typist
1324,104.5,93.7,8.9,0,262,13.6,22,Fast Typist
1325,58.7,92.6,9.9,17,262,30.5,28,Balanced Typist
1326,61.6,77.8,24.9,31,853,5.8,6,Inconsistent Typist
1327,92.3,95.4,5.8,9,89,20.4,31,Fast Typist
1328,110.2,99.1,2.5,5,157,26.6,50,Fast Typist
1329,87.9,95.6,10.7,8,100,10.6,16,Fast Typist
1330,83.5,91.8,9.0,26,313,26.1,34,Balanced Typist
1331,68.1,93.8,10.2,21,471,23.2,27,Balanced Typist
1332,89.8,94.9,4.8,20,287,27.2,42,Balanced Typist
1333,97.9,93.6,10.4,0,174,16.0,26,Fast Typist
1334,79.3,84.2,16.0,17,327,29.5,42,Balanced Typist
1335,70.8,91.4,11.0,10,680,11.1,12,Balanced Typist
1336,44.7,96.0,4.3,17,1180,12.2,10,Careful Typist
1337,120.0,92.2,10.7,5,96,3.0,6,Fast Typist
1338,120.0,89.9,13.7,8,271,17.8,37,Inconsistent Typist
1339,52.3,99.0,2.5,9,1409,25.7,22,Careful Typist
1340,49.4,96.4,4.2,9,892,28.2,23,Careful Typist
1341,78.2,85.9,16.0,14,308,17.7,25,Balanced Typist
1342,80.7,91.4,12.0,18,389,17.7,25,Balanced Typist
1343,52.6,96.2,3.7,13,888,29.0,27,Careful Typist
1344,99.5,97.9,2.9,7,386,19.7,32,Fast Typist
1345,53.3,95.2,5.3,11,842,25.6,22,Careful Typist
1346,94.8,78.5,30.0,44,651,2.8,4,Inconsistent Typist
1347,74.1,90.6,9.5,8,400,21.5,25,Balanced Typist
1348,79.4,92.2,9.6,17,329,31.4,40,Balanced Typist
1349,78.9,93.6,9.1,18,268,33.4,44,Balanced Typist
1350,82.5,86.9,14.3,15,446,25.8,37,Balanced Typist
1351,84.5,82.8,24.1,21,1103,5.2,7,Inconsistent Typist
1352,50.6,95.0,7.0,14,595,22.8,20,Careful Typist
1353,82.3,93.8,7.0,13,535,19.0,27,Balanced Typist
1354,61.8,85.2,23.8,22,1012,14.1,16,Inconsistent Typist
1355,68.8,94.7,3.6,24,538,36.9,41,Balanced Typist
1356,97.7,89.7,14.3,55,671,26.4,46,Inconsistent Typist
1357,96.0,94.9,6.1,10,228,5.6,9,Fast Typist
1358,87.7,91.3,10.7,27,526,15.1,23,Balanced Typist
1359,83.5,91.1,9.8,11,126,25.0,35,Fast Typist
1360,105.3,93.3,7.4,7,209,16.7,31,Fast Typist
1361,41.3,96.2,4.1,9,882,37.8,27,Careful Typist
1362,59.3,82.1,20.2,18,676,11.7,11,Inconsistent Typist
1363,63.6,70.0,30.0,62,847,41.5,46,Inconsistent Typist
1364,75.8,90.5,12.4,8,531,23.4,31,Balanced Typist
1365,79.5,87.8,14.9,23,450,10.0,13,Balanced Typist
1366,78.0,92.5,9.3,9,362,11.7,16,Fast Typist
1367,92.3,94.5,6.0,7,146,22.4,36,Fast Typist
1368,83.6,91.5,10.3,16,288,4.0,6,Balanced Typist
1369,69.7,91.5,8.8,21,197,12.0,15,Balanced Typist
1370,88.5,100.0,1.9,15,170,13.5,20,Fast Typist
1371,90.0,96.8,5.5,16,269,10.1,14,Fast Typist
1372,102.2,94.7,6.8,14,102,14.8,25,Fast Typist
1373,101.2,97.1,2.7,16,139,8.1,13,Fast Typist
1374,78.3,86.5,17.9,35,1105,44.0,60,Inconsistent Typist
1375,108.6,93.4,7.8,11,139,18.9,33,Fast Typist
1376,88.2,86.8,13.0,13,408,19.7,29,Balanced Typist
1377,57.1,76.7,29.0,33,1088,27.7,28,Inconsistent Typist
1378,89.7,86.5,20.1,56,441,18.9,30,Inconsistent Typist
1379,72.5,80.0,25.1,24,738,2.0,2,Inconsistent Typist
1380,84.4,84.8,19.4,34,291,10.5,14,Inconsistent Typist
1381,64.5,88.6,14.5,12,460,34.1,37,Balanced Typist
1382,73.3,95.9,4.1,13,380,5.0,7,Careful Typist
1383,84.4,83.0,16.0,9,266,25.2,38,Balanced Typist
1384,63.3,92.3,11.0,26,364,12.0,13,Balanced Typist
1385,98.6,81.1,23.6,44,1150,33.8,52,Inconsistent Typist
1386,98.4,98.5,0.6,6,281,24.4,37,Fast Typist
1387,65.4,92.0,6.9,12,471,18.5,20,Balanced Typist
1388,91.6,89.3,13.0,52,648,2.8,4,Inconsistent Typist
1389,77.3,89.8,10.8,1,533,36.5,46,Balanced Typist
1390,84.5,96.1,3.4,22,503,23.7,33,Balanced Typist
1391,84.5,87.1,15.0,18,535,17.7,24,Balanced Typist
1392,106.0,94.6,5.8,6,290,8.4,15,Fast Typist
